"matricule","coursGrp"
"4132","4 GT:GEO2-03"
"4132","4 GT:HIS2-03"
"4132","4 GT:MATH5-03"
"4132","4 GT:NL4-03"
"4132","4 GT:REL2-03"
"4132","4 GT:SC3-01"
"4148","5 GT:ANG2-02"
"4148","5 GT:EDPM2-02"
"4148","5 GT:FGS2-01"
"4148","5 GT:FR4-03"
"4148","5 GT:HIS2-01"
"4148","5 GT:MATH6-01"
"4148","5 GT:NL4-03"
"4148","5 GT:REL2-03"
"4148","5 GT:SC6-01"
"4148","5 GT:UNIV2-01"
"4154","5 GT:ANG4-01"
"4154","5 GT:EDPF2-01"
"4154","5 GT:ESTH1-01"
"4154","5 GT:FGS2-04"
"4154","5 GT:FR4-04"
"4154","5 GT:FRRE2-04"
"4154","5 GT:HIS2-04"
"4154","5 GT:MATH4-02"
"4154","5 GT:NL4-04"
"4154","5 GT:REL2-04"
"4154","5 GT:SC3-03"
"4154","5 GT:SCSO4-01"
"4167","5 GT:ANG4-01"
"4167","5 GT:EDPM2-01"
"4167","5 GT:ESTH1-01"
"4167","5 GT:FGS2-04"
"4167","5 GT:FR4-04"
"4167","5 GT:FRRE2-04"
"4167","5 GT:HIS2-04"
"4167","5 GT:LAT4-01"
"4167","5 GT:MATH4-02"
"4167","5 GT:NL4-04"
"4167","5 GT:REL2-04"
"4167","5 GT:SC3-03"
"4179","5 GT:ANG4-01"
"4179","5 GT:EDPF2-02"
"4179","5 GT:FGSN2-03"
"4179","5 GT:FR4-03"
"4179","5 GT:HISN2-03"
"4179","5 GT:LAT4-01"
"4179","5 GT:MATH6-01"
"4179","5 GT:NL4-03"
"4179","5 GT:REL2-03"
"4179","5 GT:SC3-01"
"4183","4 GT:ANG4-04"
"4183","4 GT:EDPF2-02"
"4183","4 GT:FR5-05"
"4183","4 GT:GEON2-05"
"4183","4 GT:HISN2-05"
"4183","4 GT:LAT4-02"
"4183","4 GT:MATH5-05"
"4183","4 GT:NL4-05"
"4183","4 GT:REL2-05"
"4183","4 GT:SC3-03"
"4184","4 GT:ANG2-02"
"4184","4 GT:ECO4-01"
"4184","4 GT:EDPM4-01"
"4184","4 GT:FR5-03"
"4184","4 GT:GEO2-03"
"4184","4 GT:HIS2-03"
"4184","4 GT:MATH5-03"
"4184","4 GT:NL4-03"
"4184","4 GT:REL2-03"
"4184","4 GT:SC3-01"
"4199","5 GT:ANG4-01"
"4199","5 GT:ECO4-01"
"4199","5 GT:EDPM2-02"
"4199","5 GT:FGSN2-03"
"4199","5 GT:FR4-03"
"4199","5 GT:HISN2-03"
"4199","5 GT:MATH6-01"
"4199","5 GT:NL4-03"
"4199","5 GT:REL2-03"
"4199","5 GT:SC3-01"
"4210","4 GT:ANG4-01"
"4210","4 GT:EDPF2-02"
"4210","4 GT:FR5-04"
"4210","4 GT:GEO2-04"
"4210","4 GT:HIS2-04"
"4210","4 GT:MATH5-04"
"4210","4 GT:NL4-04"
"4210","4 GT:REL2-04"
"4210","4 GT:SC3-02"
"4210","4 GT:SCSO4-02"
"4214","5 GT:ANG4-01"
"4214","5 GT:EDPF2-02"
"4214","5 GT:FGS2-01"
"4214","5 GT:FR4-03"
"4214","5 GT:HIS2-01"
"4214","5 GT:MATH6-01"
"4214","5 GT:NL4-03"
"4214","5 GT:REL2-03"
"4214","5 GT:SC6-01"
"4220","4 GT:ANG4-02"
"4220","4 GT:ECO4-02"
"4220","4 GT:EDPM2-02"
"4220","4 GT:FR5-06"
"4220","4 GT:GEO2-06"
"4220","4 GT:HIS2-06"
"4220","4 GT:MATH5-06"
"4220","4 GT:NL4-06"
"4220","4 GT:REL2-06"
"4220","4 GT:SC3-04"
"4226","4 GT:ANG4-02"
"4226","4 GT:EDPM2-02"
"4226","4 GT:FR5-06"
"4226","4 GT:GEO2-06"
"4226","4 GT:HIS2-06"
"4226","4 GT:LAT4-02"
"4226","4 GT:MATH5-06"
"4226","4 GT:NL4-06"
"4226","4 GT:REL2-06"
"4226","4 GT:SC3-04"
"4230","5 TT:ANG2-01"
"4230","5 TT:BIO2-01"
"4230","5 TT:EDPF4-01"
"4230","5 TT:EDSC2-01"
"4230","5 TT:FGS2-01"
"4230","5 TT:FHIS2-01"
"4230","5 TT:FR4-01"
"4230","5 TT:MATH4-01"
"4230","5 TT:NL4-01"
"4230","5 TT:PSY2-01"
"4230","5 TT:QEJS3-01"
"4230","5 TT:REL2-01"
"4230","5 TT:TEEX1-01"
"4241","5 GT:ANG4-02"
"4241","5 GT:ECO4-01"
"4241","5 GT:EDPF2-02"
"4241","5 GT:FGS2-02"
"4241","5 GT:FR4-02"
"4241","5 GT:HIS2-02"
"4241","5 GT:MATH4-03"
"4241","5 GT:NL4-02"
"4241","5 GT:REL2-02"
"4241","5 GT:SC3-02"
"4242","5 GT:ANG4-02"
"4242","5 GT:EDPF2-01"
"4242","5 GT:ESTH1-01"
"4242","5 GT:FGS2-04"
"4242","5 GT:FR4-04"
"4242","5 GT:FRRE2-04"
"4242","5 GT:HIS2-04"
"4242","5 GT:LAT4-01"
"4242","5 GT:MATH4-02"
"4242","5 GT:NL4-04"
"4242","5 GT:REL2-04"
"4242","5 GT:SC3-03"
"4250","5 GT:ANG4-01"
"4250","5 GT:EDPF2-02"
"4250","5 GT:FGSN2-03"
"4250","5 GT:FR4-03"
"4250","5 GT:HISN2-03"
"4250","5 GT:LAT4-01"
"4250","5 GT:MATH6-01"
"4250","5 GT:NL4-03"
"4250","5 GT:REL2-03"
"4250","5 GT:SC3-01"
"4254","5 GT:ANG4-01"
"4254","5 GT:ECO4-01"
"4254","5 GT:EDPM2-02"
"4254","5 GT:FGSN2-03"
"4254","5 GT:FR4-03"
"4254","5 GT:HISN2-03"
"4254","5 GT:MATH6-01"
"4254","5 GT:NL4-03"
"4254","5 GT:REL2-03"
"4254","5 GT:SC3-01"
"4272","5 GT:ANG4-01"
"4272","5 GT:EDPM2-01"
"4272","5 GT:FGS2-04"
"4272","5 GT:FR4-04"
"4272","5 GT:HIS2-04"
"4272","5 GT:LAT4-01"
"4272","5 GT:MATH6-02"
"4272","5 GT:NL4-04"
"4272","5 GT:REL2-04"
"4272","5 GT:SC3-03"
"4273","5 GT:ANG4-01"
"4273","5 GT:ECO4-01"
"4273","5 GT:EDPF2-02"
"4273","5 GT:FGSN2-03"
"4273","5 GT:FR4-03"
"4273","5 GT:HISN2-03"
"4273","5 GT:MATH4-01"
"4273","5 GT:NL4-03"
"4273","5 GT:REL2-03"
"4273","5 GT:SC3-01"
"4292","4 TT:ANG2-01"
"4292","4 TT:BIO2-01"
"4292","4 TT:EDPF2-01"
"4292","4 TT:EDSC2-01"
"4292","4 TT:FR5-01"
"4292","4 TT:FREX2-01"
"4292","4 TT:GEO2-01"
"4292","4 TT:HIS2-01"
"4292","4 TT:MATH5-01"
"4292","4 TT:NL4-01"
"4292","4 TT:PSY2-01"
"4292","4 TT:REL2-01"
"4292","4 TT:TEVI2-01"
"4305","5 GT:ANG4-01"
"4305","5 GT:ECO4-01"
"4305","5 GT:EDPM2-01"
"4305","5 GT:FGS2-04"
"4305","5 GT:FR4-04"
"4305","5 GT:HIS2-04"
"4305","5 GT:MATH6-02"
"4305","5 GT:NL4-04"
"4305","5 GT:REL2-04"
"4305","5 GT:SC3-03"
"4341","5 GT:ANG4-01"
"4341","5 GT:EDPF2-02"
"4341","5 GT:FGS2-01"
"4341","5 GT:FR4-03"
"4341","5 GT:HIS2-01"
"4341","5 GT:MATH6-01"
"4341","5 GT:NL4-03"
"4341","5 GT:REL2-03"
"4341","5 GT:SC6-01"
"4354","5 GT:ANG2-02"
"4354","5 GT:EDPF2-01"
"4354","5 GT:FGS2-04"
"4354","5 GT:FR4-04"
"4354","5 GT:HIS2-04"
"4354","5 GT:LAT4-01"
"4354","5 GT:MATH6-02"
"4354","5 GT:NL4-04"
"4354","5 GT:REL2-04"
"4354","5 GT:SC3-03"
"4362","5 GT:ALL2-01"
"4362","5 GT:ANG4-02"
"4362","5 GT:EDPF2-02"
"4362","5 GT:FGS2-02"
"4362","5 GT:FR4-02"
"4362","5 GT:HIS2-02"
"4362","5 GT:LAT4-01"
"4362","5 GT:MATH4-03"
"4362","5 GT:NL4-02"
"4362","5 GT:REL2-02"
"4362","5 GT:SC3-02"
"4363","3 GT:ANG4-05"
"4363","3 GT:EDPF2-05"
"4363","3 GT:FR5-05"
"4363","3 GT:GEO2-05"
"4363","3 GT:HIS2-05"
"4363","3 GT:MATH5-05"
"4363","3 GT:NL4-05"
"4363","3 GT:REL2-05"
"4363","3 GT:SC3-04"
"4363","3 GT:SCSO4-02"
"4389","5 GT:ANG4-01"
"4389","5 GT:ECO4-01"
"4389","5 GT:EDPF2-02"
"4389","5 GT:FGS2-01"
"4389","5 GT:FR4-03"
"4389","5 GT:HIS2-01"
"4389","5 GT:MATH4-01"
"4389","5 GT:NL4-03"
"4389","5 GT:REL2-03"
"4389","5 GT:SC3-01"
"4437","4 GT:ACSP1-01"
"4437","4 GT:ANG2-02"
"4437","4 GT:EDPF2-03"
"4437","4 GT:FR5-03"
"4437","4 GT:GEO2-03"
"4437","4 GT:HIS2-03"
"4437","4 GT:MATH5-03"
"4437","4 GT:NL4-03"
"4437","4 GT:REL2-03"
"4437","4 GT:SC3-01"
"4437","4 GT:SCSO4-01"
"4510","3 TT:ANG2-01"
"4510","3 TT:BIO2-01"
"4510","3 TT:EDPF2-01"
"4510","3 TT:EDSC2-01"
"4510","3 TT:FR5-01"
"4510","3 TT:FREX2-01"
"4510","3 TT:GEO2-01"
"4510","3 TT:HIS2-01"
"4510","3 TT:MATH5-01"
"4510","3 TT:NL4-01"
"4510","3 TT:PSY2-01"
"4510","3 TT:REL2-01"
"4510","3 TT:TEEX2-01"
"4511","3 GT:ANG4-06"
"4511","3 GT:ECO4-03"
"4511","3 GT:EDPM2-02"
"4511","3 GT:FR5-07"
"4511","3 GT:GEO2-07"
"4511","3 GT:HIS2-07"
"4511","3 GT:MATH5-07"
"4511","3 GT:NL4-07"
"4511","3 GT:REL2-07"
"4511","3 GT:SC3-05"
"4518","4 GT:ANG2-03"
"4518","4 GT:EDPF2-03"
"4518","4 GT:FR5-06"
"4518","4 GT:GEO2-06"
"4518","4 GT:HIS2-06"
"4518","4 GT:LAT4-02"
"4518","4 GT:MATH5-06"
"4518","4 GT:NL4-06"
"4518","4 GT:REL2-06"
"4518","4 GT:SC5-1a"
"4519","4 GT:ANG4-03"
"4519","4 GT:EDPF2-01"
"4519","4 GT:FR5-02"
"4519","4 GT:GEO2-02"
"4519","4 GT:HIS2-02"
"4519","4 GT:LAT4-01"
"4519","4 GT:MATH5-02"
"4519","4 GT:NL4-02"
"4519","4 GT:REL2-02"
"4519","4 GT:SC3-01"
"4520","4 GT:ANG4-04"
"4520","4 GT:EDPF2-02"
"4520","4 GT:FR5-05"
"4520","4 GT:GEON2-05"
"4520","4 GT:HISN2-05"
"4520","4 GT:MATH5-05"
"4520","4 GT:NL4-05"
"4520","4 GT:REL2-05"
"4520","4 GT:SC5-1a"
"4521","4 GT:ANG2-02"
"4521","4 GT:EDPM4-01"
"4521","4 GT:FR5-03"
"4521","4 GT:GEO2-03"
"4521","4 GT:HIS2-03"
"4521","4 GT:MATH5-03"
"4521","4 GT:NL4-03"
"4521","4 GT:REL2-03"
"4521","4 GT:SC5-2a"
"4523","4 GT:ANG2-02"
"4523","4 GT:ECO4-01"
"4523","4 GT:EDPM4-01"
"4523","4 GT:FR5-03"
"4523","4 GT:GEO2-03"
"4523","4 GT:HIS2-03"
"4523","4 GT:MATH5-03"
"4523","4 GT:NL4-03"
"4523","4 GT:REL2-03"
"4523","4 GT:SC3-01"
"4524","3 TT:ANG2-01"
"4524","3 TT:BIO2-01"
"4524","3 TT:EDPM2-01"
"4524","3 TT:EDSC2-01"
"4524","3 TT:FR5-01"
"4524","3 TT:FREX2-01"
"4524","3 TT:GEO2-01"
"4524","3 TT:HIS2-01"
"4524","3 TT:MATH5-01"
"4524","3 TT:NL4-01"
"4524","3 TT:PSY2-01"
"4524","3 TT:REL2-01"
"4524","3 TT:TEEX2-01"
"4527","4 GT:ANG4-03"
"4527","4 GT:EDPF2-01"
"4527","4 GT:FR5-02"
"4527","4 GT:GEO2-02"
"4527","4 GT:HIS2-02"
"4527","4 GT:MATH5-02"
"4527","4 GT:NL4-02"
"4527","4 GT:REL2-02"
"4527","4 GT:SC5-2a"
"4528","4 GT:ANG4-02"
"4528","4 GT:ECO4-02"
"4528","4 GT:EDPF2-03"
"4528","4 GT:FR5-06"
"4528","4 GT:GEO2-06"
"4528","4 GT:HIS2-06"
"4528","4 GT:MATH5-06"
"4528","4 GT:NL4-06"
"4528","4 GT:REL2-06"
"4528","4 GT:SC3-04"
"4530","4 GT:ANG4-03"
"4530","4 GT:ECO4-01"
"4530","4 GT:EDPF2-01"
"4530","4 GT:FR5-02"
"4530","4 GT:GEO2-02"
"4530","4 GT:HIS2-02"
"4530","4 GT:MATH5-02"
"4530","4 GT:NL4-02"
"4530","4 GT:REL2-02"
"4530","4 GT:SC3-01"
"4532","4 GT:ANG4-01"
"4532","4 GT:EDPF2-02"
"4532","4 GT:FR5-04"
"4532","4 GT:GEO2-04"
"4532","4 GT:HIS2-04"
"4532","4 GT:MATH5-04"
"4532","4 GT:NL4-04"
"4532","4 GT:REL2-04"
"4532","4 GT:SC3-02"
"4532","4 GT:SCSO4-02"
"4533","4 GT:ANG4-03"
"4533","4 GT:EDPM2-01"
"4533","4 GT:FR5-02"
"4533","4 GT:GEO2-02"
"4533","4 GT:HIS2-02"
"4533","4 GT:MATH5-02"
"4533","4 GT:NL4-02"
"4533","4 GT:REL2-02"
"4533","4 GT:SC5-2a"
"4535","4 GT:ANG4-02"
"4535","4 GT:ECO4-02"
"4535","4 GT:EDPF2-03"
"4535","4 GT:FR5-06"
"4535","4 GT:GEO2-06"
"4535","4 GT:HIS2-06"
"4535","4 GT:MATH5-06"
"4535","4 GT:NL4-06"
"4535","4 GT:REL2-06"
"4535","4 GT:SC3-04"
"4536","4 GT:ANG4-01"
"4536","4 GT:EDPF2-02"
"4536","4 GT:FR5-04"
"4536","4 GT:GEO2-04"
"4536","4 GT:HIS2-04"
"4536","4 GT:MATH5-04"
"4536","4 GT:NL4-04"
"4536","4 GT:REL2-04"
"4536","4 GT:SC3-02"
"4536","4 GT:SCSO4-02"
"4537","4 GT:ANG4-02"
"4537","4 GT:ECO4-02"
"4537","4 GT:EDPF2-03"
"4537","4 GT:FR5-06"
"4537","4 GT:GEO2-06"
"4537","4 GT:HIS2-06"
"4537","4 GT:MATH5-06"
"4537","4 GT:NL4-06"
"4537","4 GT:REL2-06"
"4537","4 GT:SC3-04"
"4538","4 GT:ANG4-02"
"4538","4 GT:ECO4-02"
"4538","4 GT:EDPM2-02"
"4538","4 GT:FR5-06"
"4538","4 GT:GEO2-06"
"4538","4 GT:HIS2-06"
"4538","4 GT:MATH5-06"
"4538","4 GT:NL4-06"
"4538","4 GT:REL2-06"
"4538","4 GT:SC3-04"
"4540","4 GT:ANG4-02"
"4540","4 GT:ECO4-02"
"4540","4 GT:EDPF2-03"
"4540","4 GT:FR5-06"
"4540","4 GT:GEO2-06"
"4540","4 GT:HIS2-06"
"4540","4 GT:MATH5-06"
"4540","4 GT:NL4-06"
"4540","4 GT:REL2-06"
"4540","4 GT:SC3-04"
"4541","4 GT:ANG2-02"
"4541","4 GT:ECO4-01"
"4541","4 GT:EDPM4-01"
"4541","4 GT:FR5-03"
"4541","4 GT:GEO2-03"
"4541","4 GT:HIS2-03"
"4541","4 GT:MATH5-03"
"4541","4 GT:NL4-03"
"4541","4 GT:REL2-03"
"4541","4 GT:SC3-01"
"4542","4 GT:ANG4-04"
"4542","4 GT:EDPF2-03"
"4542","4 GT:FR5-05"
"4542","4 GT:GEON2-05"
"4542","4 GT:HISN2-05"
"4542","4 GT:LAT4-02"
"4542","4 GT:MATH5-05"
"4542","4 GT:NL4-05"
"4542","4 GT:REL2-05"
"4542","4 GT:SC3-03"
"4543","3 TT:ANG2-01"
"4543","3 TT:BIO2-01"
"4543","3 TT:EDPF2-01"
"4543","3 TT:EDSC2-01"
"4543","3 TT:FR5-01"
"4543","3 TT:FREX2-01"
"4543","3 TT:GEO2-01"
"4543","3 TT:HIS2-01"
"4543","3 TT:MATH5-01"
"4543","3 TT:NL4-01"
"4543","3 TT:PSY2-01"
"4543","3 TT:REL2-01"
"4543","3 TT:TEEX2-01"
"4546","4 GT:ANG4-04"
"4546","4 GT:EDPM2-02"
"4546","4 GT:FR5-05"
"4546","4 GT:GEON2-05"
"4546","4 GT:HISN2-05"
"4546","4 GT:LAT4-02"
"4546","4 GT:MATH5-05"
"4546","4 GT:NL4-05"
"4546","4 GT:REL2-05"
"4546","4 GT:SC3-03"
"4548","4 GT:ANG4-04"
"4548","4 GT:EDPM2-02"
"4548","4 GT:FR5-05"
"4548","4 GT:GEON2-05"
"4548","4 GT:HISN2-05"
"4548","4 GT:MATH5-05"
"4548","4 GT:NL4-05"
"4548","4 GT:REL2-05"
"4548","4 GT:SC5-1a"
"4549","4 GT:ACSP1-01"
"4549","4 GT:ANG2-02"
"4549","4 GT:ECO4-01"
"4549","4 GT:EDPF2-03"
"4549","4 GT:FR5-03"
"4549","4 GT:GEO2-03"
"4549","4 GT:HIS2-03"
"4549","4 GT:MATH5-03"
"4549","4 GT:NL4-03"
"4549","4 GT:REL2-03"
"4549","4 GT:SC3-01"
"4550","4 GT:ANG4-02"
"4550","4 GT:ECO4-02"
"4550","4 GT:EDPM2-02"
"4550","4 GT:FR5-06"
"4550","4 GT:GEO2-06"
"4550","4 GT:HIS2-06"
"4550","4 GT:MATH5-06"
"4550","4 GT:NL4-06"
"4550","4 GT:REL2-06"
"4550","4 GT:SC3-04"
"4553","4 TT:ANG2-01"
"4553","4 TT:BIO2-01"
"4553","4 TT:EDPM2-01"
"4553","4 TT:EDSC2-01"
"4553","4 TT:FR5-01"
"4553","4 TT:FREX2-01"
"4553","4 TT:GEO2-01"
"4553","4 TT:HIS2-01"
"4553","4 TT:MATH5-01"
"4553","4 TT:NL4-01"
"4553","4 TT:PSY2-01"
"4553","4 TT:REL2-01"
"4553","4 TT:TEVI2-01"
"4556","4 GT:ANG4-03"
"4556","4 GT:EDPM2-01"
"4556","4 GT:FR5-02"
"4556","4 GT:GEO2-02"
"4556","4 GT:HIS2-02"
"4556","4 GT:LAT4-01"
"4556","4 GT:MATH5-02"
"4556","4 GT:NL4-02"
"4556","4 GT:REL2-02"
"4556","4 GT:SC3-01"
"4557","4 GT:ACSP1-01"
"4557","4 GT:ANG2-02"
"4557","4 GT:EDPF2-03"
"4557","4 GT:FR5-03"
"4557","4 GT:GEO2-03"
"4557","4 GT:HIS2-03"
"4557","4 GT:MATH5-03"
"4557","4 GT:NL4-03"
"4557","4 GT:REL2-03"
"4557","4 GT:SC3-01"
"4557","4 GT:SCSO4-01"
"4558","4 GT:ANG4-04"
"4558","4 GT:EDPF2-02"
"4558","4 GT:FR5-05"
"4558","4 GT:GEON2-05"
"4558","4 GT:HISN2-05"
"4558","4 GT:MATH5-05"
"4558","4 GT:NL4-05"
"4558","4 GT:REL2-05"
"4558","4 GT:SC5-1a"
"4559","4 GT:ANG2-03"
"4559","4 GT:EDPM2-02"
"4559","4 GT:FR5-05"
"4559","4 GT:GEON2-05"
"4559","4 GT:HISN2-05"
"4559","4 GT:LAT4-02"
"4559","4 GT:MATH5-05"
"4559","4 GT:NL4-05"
"4559","4 GT:REL2-05"
"4559","4 GT:SC5-1a"
"4560","4 GT:ANG4-03"
"4560","4 GT:EDPM2-01"
"4560","4 GT:FR5-02"
"4560","4 GT:GEO2-02"
"4560","4 GT:HIS2-02"
"4560","4 GT:MATH5-02"
"4560","4 GT:NL4-02"
"4560","4 GT:REL2-02"
"4560","4 GT:SC5-2a"
"4561","4 GT:ANG4-03"
"4561","4 GT:EDPM2-01"
"4561","4 GT:FR5-02"
"4561","4 GT:GEO2-02"
"4561","4 GT:HIS2-02"
"4561","4 GT:LAT4-01"
"4561","4 GT:MATH5-02"
"4561","4 GT:NL4-02"
"4561","4 GT:REL2-02"
"4561","4 GT:SC3-01"
"4562","3 TT:ANG2-01"
"4562","3 TT:BIO2-01"
"4562","3 TT:EDPF2-01"
"4562","3 TT:EDSC2-01"
"4562","3 TT:FR5-01"
"4562","3 TT:FREX2-01"
"4562","3 TT:GEO2-01"
"4562","3 TT:HIS2-01"
"4562","3 TT:MATH5-01"
"4562","3 TT:NL4-01"
"4562","3 TT:PSY2-01"
"4562","3 TT:REL2-01"
"4562","3 TT:TEEX2-01"
"4565","4 GT:ANG4-01"
"4565","4 GT:EDPF2-02"
"4565","4 GT:FR5-04"
"4565","4 GT:GEO2-04"
"4565","4 GT:HIS2-04"
"4565","4 GT:MATH5-04"
"4565","4 GT:NL4-04"
"4565","4 GT:REL2-04"
"4565","4 GT:SC3-02"
"4565","4 GT:SCSO4-02"
"4566","3 TT:ANG2-01"
"4566","3 TT:BIO2-01"
"4566","3 TT:EDPM2-01"
"4566","3 TT:EDSC2-01"
"4566","3 TT:FR5-01"
"4566","3 TT:FREX2-01"
"4566","3 TT:GEO2-01"
"4566","3 TT:HIS2-01"
"4566","3 TT:MATH5-01"
"4566","3 TT:NL4-01"
"4566","3 TT:PSY2-01"
"4566","3 TT:REL2-01"
"4566","3 TT:TEEX2-01"
"4567","4 TT:ANG2-01"
"4567","4 TT:BIO2-01"
"4567","4 TT:EDPF2-01"
"4567","4 TT:EDSC2-01"
"4567","4 TT:FR5-01"
"4567","4 TT:FREX2-01"
"4567","4 TT:GEO2-01"
"4567","4 TT:HIS2-01"
"4567","4 TT:MATH5-01"
"4567","4 TT:NL4-01"
"4567","4 TT:PSY2-01"
"4567","4 TT:REL2-01"
"4567","4 TT:TEVI2-01"
"4568","4 GT:ACSP1-01"
"4568","4 GT:ANG2-02"
"4568","4 GT:EDPF2-03"
"4568","4 GT:FR5-03"
"4568","4 GT:GEO2-03"
"4568","4 GT:HIS2-03"
"4568","4 GT:MATH5-03"
"4568","4 GT:NL4-03"
"4568","4 GT:REL2-03"
"4568","4 GT:SC3-01"
"4568","4 GT:SCSO4-01"
"4569","3 TT:ANG2-01"
"4569","3 TT:BIO2-01"
"4569","3 TT:EDPF2-01"
"4569","3 TT:EDSC2-01"
"4569","3 TT:FR5-01"
"4569","3 TT:FREX2-01"
"4569","3 TT:GEO2-01"
"4569","3 TT:HIS2-01"
"4569","3 TT:MATH5-01"
"4569","3 TT:NL4-01"
"4569","3 TT:PSY2-01"
"4569","3 TT:REL2-01"
"4569","3 TT:TEEX2-01"
"4570","3 GT:ANG4-01"
"4570","3 GT:EDPF2-03"
"4570","3 GT:FR5-04"
"4570","3 GT:GEO2-04"
"4570","3 GT:HIS2-04"
"4570","3 GT:MATH5-04"
"4570","3 GT:NL4-04"
"4570","3 GT:REL2-04"
"4570","3 GT:SC5-1a"
"4572","4 GT:ANG4-02"
"4572","4 GT:ECO4-02"
"4572","4 GT:EDPF2-03"
"4572","4 GT:FR5-06"
"4572","4 GT:GEO2-06"
"4572","4 GT:HIS2-06"
"4572","4 GT:MATH5-06"
"4572","4 GT:NL4-06"
"4572","4 GT:REL2-06"
"4572","4 GT:SC3-04"
"4574","3 GT:ANG4-05"
"4574","3 GT:EDPF2-05"
"4574","3 GT:FR5-05"
"4574","3 GT:GEO2-05"
"4574","3 GT:HIS2-05"
"4574","3 GT:MATH5-05"
"4574","3 GT:NL4-05"
"4574","3 GT:REL2-05"
"4574","3 GT:SC3-04"
"4574","3 GT:SCSO4-02"
"4575","3 TT:ANG2-01"
"4575","3 TT:BIO2-01"
"4575","3 TT:EDPM2-01"
"4575","3 TT:EDSC2-01"
"4575","3 TT:FR5-01"
"4575","3 TT:FREX2-01"
"4575","3 TT:GEO2-01"
"4575","3 TT:HIS2-01"
"4575","3 TT:MATH5-01"
"4575","3 TT:NL4-01"
"4575","3 TT:PSY2-01"
"4575","3 TT:REL2-01"
"4575","3 TT:TEEX2-01"
"4576","4 TT:ANG2-01"
"4576","4 TT:BIO2-01"
"4576","4 TT:EDPF2-01"
"4576","4 TT:EDSC2-01"
"4576","4 TT:FR5-01"
"4576","4 TT:FREX2-01"
"4576","4 TT:GEO2-01"
"4576","4 TT:HIS2-01"
"4576","4 TT:MATH5-01"
"4576","4 TT:NL4-01"
"4576","4 TT:PSY2-01"
"4576","4 TT:REL2-01"
"4576","4 TT:TEVI2-01"
"4579","4 GT:ANG4-01"
"4579","4 GT:EDPF2-02"
"4579","4 GT:FR5-04"
"4579","4 GT:GEO2-04"
"4579","4 GT:HIS2-04"
"4579","4 GT:MATH5-04"
"4579","4 GT:NL4-04"
"4579","4 GT:REL2-04"
"4579","4 GT:SC3-02"
"4579","4 GT:SCSO4-01"
"4580","4 GT:ANG4-03"
"4580","4 GT:EDPM2-01"
"4580","4 GT:FR5-02"
"4580","4 GT:GEO2-02"
"4580","4 GT:HIS2-02"
"4580","4 GT:MATH5-02"
"4580","4 GT:NL4-02"
"4580","4 GT:REL2-02"
"4580","4 GT:SC5-2a"
"4581","3 GT:ANG2-03"
"4581","3 GT:ECO4-01"
"4581","3 GT:EDPM4-01"
"4581","3 GT:FR5-02"
"4581","3 GT:GEO2-02"
"4581","3 GT:HIS2-02"
"4581","3 GT:MATH5-02"
"4581","3 GT:NL4-02"
"4581","3 GT:REL2-02"
"4581","3 GT:SC3-01"
"4583","3 GT:ANG2-03"
"4583","3 GT:ECO4-01"
"4583","3 GT:EDPM4-01"
"4583","3 GT:FR5-02"
"4583","3 GT:GEO2-02"
"4583","3 GT:HIS2-02"
"4583","3 GT:MATH5-02"
"4583","3 GT:NL4-02"
"4583","3 GT:REL2-02"
"4583","3 GT:SC3-01"
"4584","4 TT:ANG2-01"
"4584","4 TT:BIO2-01"
"4584","4 TT:EDPF2-01"
"4584","4 TT:EDSC2-01"
"4584","4 TT:FR5-01"
"4584","4 TT:FREX2-01"
"4584","4 TT:GEO2-01"
"4584","4 TT:HIS2-01"
"4584","4 TT:MATH5-01"
"4584","4 TT:NL4-01"
"4584","4 TT:PSY2-01"
"4584","4 TT:REL2-01"
"4584","4 TT:TEVI2-01"
"4585","4 GT:ANG4-03"
"4585","4 GT:EDPF2-01"
"4585","4 GT:FR5-02"
"4585","4 GT:GEO2-02"
"4585","4 GT:HIS2-02"
"4585","4 GT:MATH5-02"
"4585","4 GT:NL4-02"
"4585","4 GT:REL2-02"
"4585","4 GT:SC5-2a"
"4586","4 GT:ANG4-01"
"4586","4 GT:EDPM2-02"
"4586","4 GT:FR5-04"
"4586","4 GT:GEO2-04"
"4586","4 GT:HIS2-04"
"4586","4 GT:MATH5-04"
"4586","4 GT:NL4-04"
"4586","4 GT:REL2-04"
"4586","4 GT:SC3-02"
"4586","4 GT:SCSO4-02"
"4587","4 GT:ANG4-01"
"4587","4 GT:EDPF2-02"
"4587","4 GT:FR5-04"
"4587","4 GT:GEO2-04"
"4587","4 GT:HIS2-04"
"4587","4 GT:MATH5-04"
"4587","4 GT:NL4-04"
"4587","4 GT:REL2-04"
"4587","4 GT:SC3-02"
"4587","4 GT:SCSO4-02"
"4588","3 GT:ANG4-04"
"4588","3 GT:EDPM2-02"
"4588","3 GT:FR5-03"
"4588","3 GT:GEO2-03"
"4588","3 GT:HIS2-03"
"4588","3 GT:MATH5-03"
"4588","3 GT:NL4-03"
"4588","3 GT:REL2-03"
"4588","3 GT:SC3-02"
"4588","3 GT:SCSO4-03"
"4589","4 GT:ANG4-02"
"4589","4 GT:ECO4-02"
"4589","4 GT:EDPF2-03"
"4589","4 GT:FR5-06"
"4589","4 GT:GEO2-06"
"4589","4 GT:HIS2-06"
"4589","4 GT:MATH5-06"
